Timestamp,acc.z,pm.vbat,stabilizer.intToOut,stabilizer.thrust,stateEstimate.az
24322,1.0005922317504883,3.8480937480926514,24021543,0.0,-9.161233901977539e-05
24332,0.9999005198478699,3.8480937480926514,24031425,0.0,-0.0009292960166931152
24342,0.9995381832122803,3.8480937480926514,24041316,0.0,-0.002927839756011963
24352,1.0001193284988403,3.85337233543396,24051202,0.0,-0.0018411874771118164
24362,0.9999702572822571,3.85337233543396,24061089,0.0,-0.0009846091270446777
24372,0.9995579719543457,3.85337233543396,24070987,0.0,-0.0010106563568115234
24382,1.0012162923812866,3.85337233543396,24080866,0.0,0.0006337165832519531
24392,1.0015467405319214,3.85337233543396,24090758,0.0,0.0002532005310058594
24402,0.9983277320861816,3.85337233543396,24100642,0.0,-0.001783907413482666
24412,0.9972559809684753,3.8480937480926514,24110531,0.0,-0.002745985984802246
24422,0.996785581111908,3.8480937480926514,24120419,0.0,-0.003448307514190674
24432,1.0013760328292847,3.8480937480926514,24130309,0.0,0.0013842582702636719
24442,1.001377820968628,3.8480937480926514,24140202,0.0,0.0014979839324951172
24452,0.9984848499298096,3.8480937480926514,24150090,0.0,-0.0009976029396057129
24462,0.9979717135429382,3.85337233543396,24159980,0.0,-0.0021431446075439453
24472,0.9999344944953918,3.85337233543396,24169864,0.0,-9.989738464355469e-05
24482,0.998927891254425,3.8586509227752686,24179748,0.0,-0.0006241798400878906
24492,0.9994874596595764,3.8586509227752686,24189645,0.0,-0.0004799365997314453
24502,0.999962568283081,3.85337233543396,24199537,0.0,-0.0006995797157287598
24512,0.9985736608505249,3.85337233543396,24209415,0.0,-0.0015019774436950684
24522,0.999616265296936,3.8480937480926514,24219305,0.0,-0.0005054473876953125
24532,1.0007659196853638,3.8480937480926514,24229190,0.0,0.0006403923034667969
24542,1.000452995300293,3.8480937480926514,24239090,0.0,0.0006167888641357422
24552,0.999836266040802,3.8480937480926514,24248968,0.0,-3.0875205993652344e-05
24562,0.998757541179657,3.85337233543396,24258864,0.0,-0.001407623291015625
24572,1.0011059045791626,3.85337233543396,24268746,0.0,0.0008600950241088867
24582,1.0003046989440918,3.85337233543396,24278629,0.0,0.00032067298889160156
24592,1.0018759965896606,3.85337233543396,24288522,0.0,0.0018578767776489258
24602,1.0000265836715698,3.8480937480926514,24298410,0.0,0.00021028518676757812
24612,1.0014764070510864,3.8480937480926514,24308303,0.0,0.0013524293899536133
24622,1.000655174255371,3.8480937480926514,24318185,0.0,0.0011985301971435547
