Timestamp,acc.z,pm.vbat,stabilizer.intToOut,stabilizer.thrust,stateEstimate.az
6667,0.9983740448951721,3.9167158603668213,6574977,0.0,-0.002221047878265381
6677,1.00037682056427,3.9167158603668213,6584867,0.0,0.00024950504302978516
6687,1.0012357234954834,3.9167158603668213,6594754,0.0,0.0011031627655029297
6697,1.0002256631851196,3.9114372730255127,6604645,0.0,0.00012755393981933594
6707,1.0005286931991577,3.906158685684204,6614528,0.0,0.00035321712493896484
6717,1.0006073713302612,3.906158685684204,6624417,0.0,0.0004850625991821289
6727,1.0012587308883667,3.906158685684204,6634308,0.0,0.001264810562133789
6737,1.0004513263702393,3.906158685684204,6644194,0.0,7.891654968261719e-05
6747,1.000103235244751,3.906158685684204,6654080,0.0,-4.5180320739746094e-05
6757,1.0032399892807007,3.9114372730255127,6663968,0.0,0.0031642913818359375
6767,1.0001119375228882,3.9114372730255127,6673854,0.0,0.00043773651123046875
6777,1.0003539323806763,3.9167158603668213,6683751,0.0,0.00018477439880371094
6787,1.0011591911315918,3.9167158603668213,6693632,0.0,0.0009760856628417969
6797,1.0011718273162842,3.9167158603668213,6703526,0.0,0.0009663105010986328
6807,1.0018894672393799,3.906158685684204,6713411,0.0,0.002051830291748047
6817,0.9985602498054504,3.906158685684204,6723305,0.0,-0.0011957883834838867
6827,0.9991108775138855,3.906158685684204,6733190,0.0,-0.0009596347808837891
6837,1.000077724456787,3.906158685684204,6743077,0.0,0.00019979476928710938
6847,1.0005053281784058,3.906158685684204,6752964,0.0,0.00048041343688964844
6857,1.0002307891845703,3.906158685684204,6762850,0.0,4.291534423828125e-05
6867,1.0006184577941895,3.9114372730255127,6772741,0.0,0.0007183551788330078
6877,0.9996781349182129,3.9167158603668213,6782631,0.0,-0.0002872347831726074
6887,0.9989403486251831,3.9167158603668213,6792515,0.0,-0.0007770657539367676
6897,0.9999629855155945,3.9114372730255127,6802409,0.0,-0.0005298256874084473
6907,1.0013504028320312,3.9114372730255127,6812289,0.0,0.0009143352508544922
6917,1.001842975616455,3.906158685684204,6822199,0.0,0.0016036033630371094
6927,1.0000381469726562,3.906158685684204,6832075,0.0,-7.957220077514648e-05
6937,0.9991252422332764,3.906158685684204,6841971,0.0,-0.0010378360748291016
6947,0.9993859529495239,3.906158685684204,6850798,0.0,-0.000689089298248291
6957,0.9999592304229736,3.9114372730255127,6861739,0.0,-0.00026023387908935547
6967,0.9983372092247009,3.9167158603668213,6870574,0.0,-0.001750349998474121
6977,1.0014909505844116,3.9167158603668213,6880461,0.0,0.0014671087265014648
6987,1.0008431673049927,3.9167158603668213,6890367,0.0,0.0009176731109619141
6997,0.9998990297317505,3.9114372730255127,6900246,0.0,-0.0003094673156738281
